 1.00000000 2.00000000 4 0.958944443317944 0.0000123730 0.95394075 
 1.00000000 2.00000000 16 0.956604832214123 0.0000004820 0.92166834 
 1.00000000 2.00000000 64 0.956458871988373 0.0000030620 0.91232278 
 1.00000000 2.00000000 256 0.956449750509541 0.0000048260 0.90909598 
 1.00000000 2.00000000 1024 0.956449180421159 0.0000187780 0.90909598 
 1.00000000 2.00000000 4096 0.956449144790650 0.0000750870 0.90909598 
 1.00000000 2.00000000 16384 0.956449142563739 0.0003008790 0.90909598 
 1.00000000 2.00000000 65536 0.956449142424569 0.0012057890 0.90909598 
 1.00000000 2.00000000 262144 0.956449142415861 0.0048632790 0.90909598 
 1.00000000 2.00000000 1048576 0.956449142415337 0.0194531290 0.90909598 
 1.00000000 2.00000000 4194304 0.956449142415300 0.0776323850 0.90909598 
 1.00000000 2.00000000 16777216 0.956449142415271 0.3021306950 0.90909598 
 1.00000000 2.00000000 67108864 0.956449142415314 1.1913633590 0.90909598 
 1.00000000 2.00000000 268435456 0.956449142416257 4.7280717800 0.90909598 
 1.00000000 2.00000000 1073741824 0.956449142422453 18.8342501350 0.90909598 
